Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3106,-4.6875,-273.5,74.375,0.269043,-0.05664063,-0.002929688,-0.02148438,-0.1660156,0.09814453
3107,-36.4375,-247.75,63.5,0.3237305,-0.02148438,0.06738281,-0.02734375,-0.1645508,0.09814453
3109,-62.625,-214.0625,56.1875,0.3588867,-0.001953125,0.1542969,-0.04150391,-0.1611328,0.1040039
3110,-83.6875,-167.9375,50.1875,0.3623047,0.04833984,0.2763672,-0.04736328,-0.1572266,0.1054688
3112,-98.6875,-118,45.1875,0.3701172,0.02099609,0.3081055,-0.05175781,-0.1547852,0.1098633
3113,-107.5,-72.25,47.625,0.3701172,-0.03710938,0.3041992,-0.05664063,-0.1489258,0.1098633
3115,-112.625,-31,51.1875,0.2963867,-0.1074219,0.375,-0.06005859,-0.1464844,0.1083984
3116,-117.25,7.0625,53.25,0.21875,-0.08007813,0.4145508,-0.06005859,-0.144043,0.1098633
3118,-122.75,33.6875,49.8125,0.1679688,-0.06054688,0.4658203,-0.06005859,-0.1352539,0.1098633
3119,-124.25,54,49.5,0.1137695,-0.1811523,0.5209961,-0.05810547,-0.1318359,0.1069336
3121,-120.1875,74.75,54.0625,0.07861328,-0.1967773,0.6352539,-0.05908203,-0.1279297,0.1054688
3122,-116.375,90.0625,55.4375,0.04736328,-0.1621094,0.737793,-0.05566406,-0.1196289,0.1054688
3124,-109.5625,98,53.875,0.0009765625,-0.1811523,0.8203125,-0.05419922,-0.1147461,0.1040039
3125,-104.9375,98.4375,53.4375,-0.05322266,-0.2045898,0.8989258,-0.05078125,-0.1108398,0.1010742
3127,-102.375,92.4375,53.9375,-0.1074219,-0.2397461,0.9624023,-0.04736328,-0.105957,0.09960938
3128,-98.8125,81.625,56.75,-0.1582031,-0.2866211,1.029297,-0.04492188,-0.1025391,0.09814453
3130,-94.25,66.75,60.25,-0.2045898,-0.3217773,1.07666,-0.04248047,-0.09960938,0.09667969
3131,-88.0625,51.625,64.8125,-0.2358398,-0.3686523,1.139648,-0.04003906,-0.09375,0.09521484
3133,-80.5,37.625,69.6875,-0.2514648,-0.4038086,1.202637,-0.03808594,-0.09130859,0.09521484
3134,-71.9375,25.875,73.625,-0.2788086,-0.4545898,1.242188,-0.03808594,-0.08740234,0.09521484
3136,-62.875,15.5625,78.1875,-0.3022461,-0.5087891,1.277344,-0.03808594,-0.08154297,0.09375
3137,-51.625,6.3125,83.4375,-0.3134766,-0.5595703,1.312988,-0.03662109,-0.07763672,0.09375
3139,-37.4375,-2.625,88.6875,-0.3291016,-0.5947266,1.336426,-0.03417969,-0.07519531,0.09375
3140,-21.8125,-10.0625,91.8125,-0.3330078,-0.6220703,1.340332,-0.03564453,-0.07177734,0.09375
3142,-7.1875,-16.3125,94.125,-0.3369141,-0.6337891,1.316895,-0.03417969,-0.0703125,0.09521484
3143,3.8125,-20.875,96.6875,-0.3369141,-0.6416016,1.316895,-0.03662109,-0.06933594,0.09521484
3145,12.5625,-23.25,98.125,-0.3330078,-0.6337891,1.30127,-0.03564453,-0.06933594,0.09375
3146,19,-25.8125,98.625,-0.3291016,-0.6259766,1.293457,-0.03662109,-0.06689453,0.09521484
3148,24.1875,-29.375,98.875,-0.3291016,-0.6025391,1.265625,-0.03564453,-0.06689453,0.09521484
3150,27.4375,-36.0625,97.25,-0.3095703,-0.5712891,1.226074,-0.03808594,-0.06542969,0.09667969
3152,28.0625,-45.125,95.5625,-0.2905273,-0.5205078,1.183105,-0.0390625,-0.06542969,0.09521484
3153,26.125,-57.3125,92.375,-0.2631836,-0.4897461,1.143555,-0.03662109,-0.06445313,0.09814453
3155,23.8125,-69.625,89.5,-0.2475586,-0.4663086,1.088379,-0.04248047,-0.06445313,0.09814453
3156,21.75,-79.9375,87.1875,-0.2397461,-0.4545898,1.064453,-0.04394531,-0.06201172,0.1010742
3158,21.375,-87,85,-0.2163086,-0.4389648,1.041016,-0.04248047,-0.06298828,0.09960938
3159,21.4375,-90.75,82.6875,-0.1967773,-0.4194336,1.025391,-0.04980469,-0.06201172,0.1025391
3161,21.9375,-91.1875,81,-0.1816406,-0.4116211,1.005371,-0.04980469,-0.06201172,0.1025391
3162,22.3125,-90.9375,79.375,-0.1621094,-0.3881836,0.9975586,-0.05175781,-0.05810547,0.1025391
3164,23.375,-90.1875,78.0625,-0.1503906,-0.3764648,1.005371,-0.05566406,-0.05957031,0.1069336
3165,23.9375,-91.3125,75.625,-0.1269531,-0.3530273,1.005371,-0.05810547,-0.05712891,0.1069336
3167,25.375,-93.8125,72,-0.1113281,-0.3413086,1.021484,-0.05908203,-0.05957031,0.1069336
3168,28.375,-96.8125,68.4375,-0.08789063,-0.3413086,1.048828,-0.06396484,-0.05712891,0.1098633
3170,34.125,-98.125,64.4375,-0.07275391,-0.3334961,1.07666,-0.06591797,-0.05810547,0.1098633
3171,40.5625,-101.75,58.9375,-0.05322266,-0.3295898,1.080566,-0.06835938,-0.05712891,0.112793
3173,48.3125,-100.9375,53.3125,-0.02197266,-0.3256836,1.131836,-0.07177734,-0.05712891,0.1142578
3174,57.375,-100.8125,48.3125,-0.01416016,-0.3256836,1.151367,-0.07421875,-0.05712891,0.1171875
3176,68.4375,-99.5,43.9375,0.004882813,-0.3256836,1.170898,-0.07666016,-0.05566406,0.1157227
3177,78.8125,-97.375,40.875,0.008789063,-0.3217773,1.178711,-0.08154297,-0.05810547,0.1201172
3179,78.125,-95.4375,49.25,0.03564453,-0.3022461,1.202637,-0.08398438,-0.06054688,0.1201172
3180,92,-89.4375,41.1875,0.03955078,-0.2280273,1.187012,-0.08496094,-0.06054688,0.1230469
3182,96.4375,-90.5,35.125,0.06298828,-0.2280273,1.190918,-0.08984375,-0.06298828,0.1245117
3183,105.3125,-92.5625,29.25,0.06298828,-0.2436523,1.218262,-0.09082031,-0.06445313,0.1259766
3185,117.5,-90.4375,26.8125,0.05517578,-0.2124023,1.170898,-0.09326172,-0.06787109,0.1259766
3186,122.0625,-100.5625,20.625,0.04345703,-0.1811523,1.163086,-0.09667969,-0.07177734,0.1259766
3188,123.0625,-104.9375,18.375,0.05126953,-0.1582031,1.187012,-0.09912109,-0.07421875,0.1289063
3189,124.75,-108.75,16.0625,0.06298828,-0.1425781,1.19873,-0.1015625,-0.07421875,0.1318359
3191,129.25,-112.4375,14,0.04736328,-0.1347656,1.238281,-0.105957,-0.07910156,0.1347656
3192,131.875,-118.3125,12.9375,0.04345703,-0.08398438,1.285156,-0.1098633,-0.08154297,0.1362305
3194,134.0625,-128.25,9.1875,0.05517578,-0.04882813,1.320801,-0.1123047,-0.08642578,0.1362305
3195,136,-142.875,4.9375,0.04345703,-0.03710938,1.37207,-0.1166992,-0.08984375,0.1420898
3197,141.5,-162.4375,-0.25,0.04736328,-0.06835938,1.407715,-0.1181641,-0.09472656,0.1435547
3200,150.1875,-180.25,0.4375,0.03564453,-0.1269531,1.458984,-0.1240234,-0.09472656,0.1513672
3202,165.25,-197.25,5.625,0.008789063,-0.1621094,1.509766,-0.1298828,-0.09960938,0.1542969
3203,183.5,-216.5,10,0.0009765625,-0.1425781,1.549316,-0.1342773,-0.1049805,0.1586914
3205,202.3125,-238.8125,11.0625,0.03173828,-0.1113281,1.612305,-0.1381836,-0.1074219,0.1630859
3206,207.125,-259.375,25.875,-0.01416016,-0.1191406,1.577148,-0.1474609,-0.1132813,0.1748047
3208,233.4375,-282.8125,21.125,-0.006347656,-0.1347656,1.640137,-0.1523438,-0.1181641,0.1806641
3209,263.75,-287,36.8125,-0.01025391,-0.1889648,1.584961,-0.1557617,-0.1196289,0.1879883
3211,300.5,-283.125,48.0625,0.06689453,-0.1928711,1.521973,-0.1665039,-0.1254883,0.2026367
3212,327.1875,-277.0625,65.5,0.09033203,-0.1889648,1.320801,-0.1708984,-0.1303711,0.2089844
3214,339.6875,-273.625,88.1875,0.1835938,-0.1152344,1.151367,-0.1733398,-0.1318359,0.2192383
3215,334.8125,-271.75,103.9375,0.2612305,0.009277344,0.9780273,-0.1826172,-0.1376953,0.2338867
3217,323.625,-275.8125,112.625,0.2924805,0.04833984,0.8242188,-0.1850586,-0.1376953,0.2441406
3218,315.9375,-275.125,114.25,0.3354492,0.04443359,0.7099609,-0.1884766,-0.1367188,0.2514648
3220,307.375,-272.8125,116.375,0.3740234,0.05224609,0.5444336,-0.1943359,-0.1367188,0.2680664
3221,294.375,-269.875,117.125,0.4052734,0.1342773,0.4106445,-0.1967773,-0.1352539,0.2797852
3223,280.1875,-268.0625,112.8125,0.4287109,0.1459961,0.2802734,-0.1982422,-0.1342773,0.2827148
3224,268,-261.6875,112,0.3818359,0.1030273,0.1821289,-0.2016602,-0.1328125,0.3032227
3226,243.75,-245.125,101.9375,0.5415039,0.2666016,0.1425781,-0.2041016,-0.1293945,0.3105469
3227,231.125,-231.75,91.375,0.5610352,0.2900391,0.1108398,-0.206543,-0.1269531,0.3178711
3229,220.4375,-212.25,79.5,0.5375977,0.2431641,0.05566406,-0.206543,-0.1230469,0.3330078
3230,201.875,-185.375,65.8125,0.5957031,0.2939453,0.004394531,-0.206543,-0.1206055,0.3374023
3232,190.625,-157.1875,50.625,0.5766602,0.3017578,-0.03808594,-0.2084961,-0.1196289,0.3417969
3233,183.5625,-131.4375,32.375,0.5297852,0.3134766,-0.06591797,-0.2084961,-0.1157227,0.3520508
3235,174.75,-106.4375,16.375,0.4946289,0.3017578,-0.1132813,-0.2084961,-0.1132813,0.359375
3236,163.9375,-82.4375,2.875,0.4482422,0.3134766,-0.1289063,-0.2075195,-0.1147461,0.3623047
3238,152.0625,-60.0625,-8.6875,0.4052734,0.3134766,-0.1645508,-0.206543,-0.1147461,0.3652344
3239,139.25,-39.375,-16.8125,0.3779297,0.3095703,-0.1879883,-0.206543,-0.1147461,0.3666992
3241,127.625,-17.25,-21.0625,0.331543,0.2861328,-0.2236328,-0.2075195,-0.1132813,0.3696289
3242,117.75,7.1875,-21.5625,0.3041992,0.2744141,-0.2626953,-0.206543,-0.1132813,0.3710938
3244,104.5625,33.6875,-19.9375,0.2807617,0.3017578,-0.3061523,-0.2084961,-0.1171875,0.3681641
3245,88.4375,56.9375,-20.25,0.2304688,0.3095703,-0.3535156,-0.2075195,-0.1157227,0.3666992
3247,69.25,74,-18.5,0.171875,0.3134766,-0.4165039,-0.2084961,-0.1171875,0.3652344
3249,46.5,89.125,-13.6875,0.140625,0.2978516,-0.4560547,-0.2084961,-0.1171875,0.3623047
3251,17.9375,101.75,-6.5625,0.1293945,0.2822266,-0.4560547,-0.2084961,-0.1171875,0.3608398
3252,-11.5,114.625,0.625,0.1254883,0.2822266,-0.4638672,-0.2084961,-0.1181641,0.3549805
3254,-40.5625,128.75,5.25,0.137207,0.2744141,-0.4404297,-0.2084961,-0.1181641,0.3505859
3255,-67.25,144.8125,7.25,0.15625,0.2431641,-0.4165039,-0.2109375,-0.1171875,0.3476563
3257,-88.375,160.875,7.5,0.1679688,0.1962891,-0.3691406,-0.2099609,-0.1171875,0.3388672
3258,-103.125,182.75,5.6875,0.2148438,0.1845703,-0.2983398,-0.2084961,-0.1181641,0.3330078
3260,-124.1875,208.8125,0.6875,0.2924805,0.1884766,-0.2709961,-0.2084961,-0.1157227,0.3271484
3261,-141.4375,240.25,-10.5,0.4052734,0.1616211,-0.1762695,-0.2075195,-0.1171875,0.3149414
3263,-163,278.3125,-23.875,0.4829102,0.1577148,-0.1289063,-0.2084961,-0.1171875,0.3076172
3264,-192.25,329.5625,-42.625,0.6269531,0.1884766,-0.07763672,-0.2084961,-0.1181641,0.2988281
3266,-250.5625,380.4375,-69.75,0.8486328,0.1577148,-0.1445313,-0.2026367,-0.1181641,0.2783203
3267,-317,457.375,-121.75,1.054688,0.2392578,0.09521484,-0.1992188,-0.1181641,0.2680664
3269,-403.8125,556.875,-208.75,1.070313,0.3837891,0.2802734,-0.1933594,-0.1196289,0.2543945
3270,-530.625,691.3125,-299.3125,0.8022461,0.3603516,0.5600586,-0.1816406,-0.1230469,0.2207031
3272,-648.125,826.6875,-383.5,0.1445313,0.1655273,0.6865234,-0.1723633,-0.1230469,0.199707
3273,-726.0625,944.1875,-420.3125,-0.7026367,-0.4819336,0.6982422,-0.1567383,-0.1245117,0.1777344
3275,-772.875,1017.563,-419.8125,-1.663086,-1.214844,0.6152344,-0.1191406,-0.1132813,0.1347656
3276,-798.9375,1037.563,-357.9375,-2.378906,-2.143555,0.6704102,-0.09570313,-0.1049805,0.1157227
3278,-828.5625,948.625,-275.3125,-2.993164,-2.537109,0.6274414,-0.07080078,-0.09228516,0.09960938
3279,-802.75,756.9375,-163.8125,-3.331543,-2.459473,0.6230469,-0.02587891,-0.05566406,0.08154297
3281,-733.3125,515.0625,-97,-3.265625,-2.240723,1.998535,-0.007324219,-0.03857422,0.08300781
3282,-661,333.375,-64.1875,-2.266113,-1.858398,3.094238,0.005371094,-0.02050781,0.0859375
3284,-463.25,147.6875,-81.1875,-0.9594727,-1.296875,4.46582,0.01953125,0.01220703,0.09375
3285,-236.5625,53,-129.3125,-0.6518555,-1.449219,5.238281,0.02197266,0.01953125,0.09814453
3287,76.0625,-48.8125,-74.6875,-0.8271484,-1.959961,4.540527,0.02197266,0.02441406,0.1010742
3288,321.5625,-134.1875,-7.125,-1.106934,-1.991211,3.52002,0.01806641,0.01953125,0.09960938
3290,481.5625,-197.375,51.8125,-1.223633,-1.687012,2.550293,0.01220703,0.01220703,0.09521484
3291,559,-248.75,96.9375,-1.254883,-1.339844,1.703125,0.008789063,0,0.09179688
3293,581.1875,-286.6875,134.0625,-1.114746,-1.117676,1.19873,-0.00390625,-0.02880859,0.08300781
3294,578.5625,-304.8125,158.625,-0.8696289,-0.9067383,0.8989258,-0.009765625,-0.04345703,0.08007813
3296,561.875,-319.5625,141.0625,-0.609375,-0.6376953,0.6230469,-0.01660156,-0.05712891,0.08007813
3299,529.6875,-329.1875,142.0625,-0.434082,-0.5478516,0.5761719,-0.03320313,-0.08251953,0.08300781
3301,472.875,-333.0625,130.5625,-0.2592773,-0.2006836,0.4106445,-0.04248047,-0.09619141,0.08300781
3302,406,-354.25,102.4375,-0.08398438,-0.03320313,0.3432617,-0.05175781,-0.105957,0.08740234
3304,341.1875,-376.375,73.9375,0.1020508,0.02880859,0.418457,-0.06835938,-0.1245117,0.09960938
3305,291.875,-390.9375,48.5,0.171875,0.02880859,0.4458008,-0.07910156,-0.1328125,0.1054688
3307,251.25,-402.4375,35.1875,0.1757813,-0.01367188,0.375,-0.08837891,-0.1367188,0.112793
3308,221.125,-412.8125,33.375,0.2070313,-0.001953125,0.3237305,-0.1083984,-0.1450195,0.1303711
3310,184.375,-421.625,44.9375,0.2421875,0.02099609,0.1738281,-0.1166992,-0.1499023,0.1376953
3311,154.4375,-432.9375,61.8125,0.2768555,0.09912109,0.03222656,-0.125,-0.1538086,0.1450195
3313,128.1875,-435.125,74.6875,0.2768555,0.1499023,-0.05810547,-0.144043,-0.1547852,0.1660156
3314,112.125,-433.125,87.5625,0.2651367,0.1538086,-0.152832,-0.1499023,-0.1538086,0.1791992
3316,105.1875,-423.375,100.75,0.2226563,0.08349609,-0.2626953,-0.1582031,-0.1547852,0.1894531
3317,102.25,-402.9375,114.125,0.1679688,0.07177734,-0.2431641,-0.1723633,-0.1538086,0.2119141
3319,110.5,-352.8125,121.75,0.1875,0.03271484,-0.2314453,-0.1782227,-0.1489258,0.222168
3320,157.375,-317.4375,133.625,0.1601563,-0.08398438,-0.3691406,-0.184082,-0.1489258,0.2294922
3322,180.75,-272.3125,151.8125,0.2729492,-0.03710938,-0.3574219,-0.1923828,-0.144043,0.25
3323,180,-218.4375,155.3125,0.2924805,-0.03710938,-0.3300781,-0.1958008,-0.1425781,0.2558594
3325,176.625,-159.75,157.0625,0.3354492,-0.03710938,-0.3535156,-0.1967773,-0.1416016,0.2602539
3326,173.25,-100.5625,151.625,0.4013672,-0.005859375,-0.3613281,-0.2016602,-0.1328125,0.2724609
3328,159.4375,-39.25,127.9375,0.5839844,0.09521484,-0.3496094,-0.2026367,-0.1303711,0.2739258
3329,128.75,23.0625,109.625,0.6777344,0.04443359,-0.3930664,-0.2026367,-0.1279297,0.2768555
3331,85.5,82.75,85.75,0.8642578,0.08740234,-0.4521484,-0.2041016,-0.1245117,0.2768555
3332,45.4375,134,62.0625,1.097656,0.1616211,-0.5073242,-0.2016602,-0.1196289,0.2709961
3334,-12.75,179.4375,22,1.393066,0.4228516,-0.5268555,-0.2050781,-0.1206055,0.2680664
3335,-101.5,232.375,-56,1.38916,0.684082,-0.2827148,-0.2006836,-0.1181641,0.2587891
3337,-165.0625,302.8125,-174,1.334961,0.7856445,-0.1606445,-0.1982422,-0.1196289,0.2514648
3338,-261.125,370.9375,-252.4375,1.303711,0.652832,0.04785156,-0.1933594,-0.1230469,0.2426758
3340,-381.75,492.625,-348.5625,0.918457,0.7973633,0.4262695,-0.1850586,-0.1279297,0.2207031
3341,-463.125,637.8125,-439.75,0.269043,0.4658203,0.769043,-0.1767578,-0.1342773,0.2055664
3343,-511.8125,759.875,-504.125,-0.3642578,-0.1191406,0.6982422,-0.1640625,-0.1391602,0.1865234
3344,-546.625,841.375,-526,-1.005859,-0.7900391,0.5878906,-0.1333008,-0.144043,0.1479492
3346,-582.5625,862.25,-524.5,-1.211914,-0.6064453,0.4145508,-0.1098633,-0.1425781,0.1274414
3348,-660.5625,818.625,-457.5,-1.850098,-1.640137,0.2172852,-0.08984375,-0.1391602,0.1113281
3350,-679.625,740.5,-348.0625,-2.316406,-1.726074,0.4379883,-0.04589844,-0.1157227,0.08447266
3351,-711.625,633.375,-317.75,-2.946777,-1.585449,0.8398438,-0.02587891,-0.1049805,0.07421875
3353,-654.5625,459.125,-261.125,-2.689941,-1.745605,0.9975586,-0.01074219,-0.08642578,0.07128906
3354,-526.375,266.3125,-184.8125,-2.258301,-1.819824,1.904297,0.01220703,-0.0546875,0.06982422
3356,-402,123.4375,-106.25,-1.496094,-1.46875,2.944336,0.01806641,-0.04248047,0.07128906
3357,-229.1875,42.5625,-63.625,-0.8115234,-0.887207,3.728516,0.02050781,-0.03125,0.07568359
3359,-52.3125,-14.4375,-33.3125,-0.5273438,-0.6689453,3.626465,0.02050781,-0.02148438,0.07714844
3360,119.375,-72.875,-8.5,-0.5239258,-0.8173828,3.168945,0.02050781,-0.01904297,0.07861328
3362,261.25,-128.5,35.25,-0.6518555,-0.871582,2.546387,0.01953125,-0.02392578,0.07568359
3363,361.5625,-180.1875,77.4375,-0.6870117,-0.7783203,1.899902,0.01220703,-0.03857422,0.07275391
3365,416.0625,-226.0625,118.1875,-0.5703125,-0.6220703,1.383789,0.006347656,-0.05078125,0.07128906
3366,435.5,-263.4375,157.4375,-0.3798828,-0.4624023,1.029297,0,-0.05957031,0.07275391
3368,435.25,-303.4375,182.0625,-0.1464844,-0.2436523,0.7060547,-0.01171875,-0.07910156,0.07421875
3369,429.3125,-345.875,191.0625,0.05908203,-0.1191406,0.5170898,-0.02001953,-0.09130859,0.07421875
3371,428.6875,-397.9375,171.25,0.07080078,-0.02148438,0.2724609,-0.02832031,-0.09960938,0.07714844
3372,396.375,-443.375,161.6875,0.3779297,-0.02929688,0.1030273,-0.05175781,-0.1196289,0.08740234
3374,355.125,-484.375,153.0625,0.4404297,-0.2006836,-0.002929688,-0.0625,-0.1269531,0.09521484
3375,300.875,-506.0625,159.125,0.3081055,-0.4389648,-0.02636719,-0.07568359,-0.1328125,0.1025391
3377,235.625,-494.625,144.375,0.1254883,-0.1621094,0.1699219,-0.1000977,-0.1416016,0.1201172
3378,167.3125,-450.25,130.125,0.1835938,-0.3686523,0.09521484,-0.1132813,-0.1425781,0.1318359
3380,138,-413.6875,99.5,0.1293945,-0.2319336,-0.06591797,-0.1225586,-0.144043,0.1391602
3381,109.5,-376.625,56.3125,-0.07275391,-0.04882813,-0.3891602,-0.1425781,-0.144043,0.1586914
3383,124.9375,-369.9375,-0.5,-0.1464844,0.07177734,-0.6728516,-0.1474609,-0.1464844,0.1689453
3384,157.375,-353.6875,-28.5625,-0.2084961,-0.09179688,-0.8974609,-0.1533203,-0.1464844,0.1748047
3386,148.25,-310.8125,-38.875,0.203125,-0.3999023,-0.8461914,-0.1665039,-0.1523438,0.1923828
3387,88.625,-214,-46.75,0.6967773,-0.5400391,-0.6611328,-0.1708984,-0.1547852,0.2011719
3389,66.9375,-91.9375,-52.8125,1.0625,-0.6455078,-0.3691406,-0.1733398,-0.1572266,0.2055664
3390,73.0625,59.0625,-55.25,1.334961,-0.4780273,-0.1958008,-0.1743164,-0.1611328,0.2104492
3392,82.0625,218.375,-58.125,1.482422,-0.2553711,-0.06201172,-0.1723633,-0.1645508,0.2075195
3393,72.0625,317.0625,-60.875,1.630371,-0.1308594,-0.1762695,-0.1699219,-0.1660156,0.2041016
3395,-9.0625,349.625,-28.75,1.661621,0.1655273,0.06738281,-0.1601563,-0.1694336,0.1894531
3398,-228.5,435.5625,-73.8125,0.8447266,1.109375,0.8125,-0.1533203,-0.1708984,0.1821289
3400,-522.6875,773.5,-407.75,0.5258789,2.879883,2.751465,-0.1474609,-0.168457,0.1660156
3401,-647.875,925.8125,-655.9375,-0.6791992,3.734375,0.4067383,-0.1074219,-0.1611328,0.1245117
3403,-732.8125,846.0625,-720.4375,-1.041016,-0.6181641,-0.1171875,-0.08154297,-0.1611328,0.1069336
3404,-731.8125,651.25,-628.9375,-1.177246,-1.804199,-1.106445,-0.05664063,-0.1513672,0.09033203
3406,-824,485,-530.8125,-2.487793,-2.38916,0.4067383,-0.01904297,-0.1269531,0.07275391
3407,-879.5625,293.8125,-421.5625,-3.246094,-3.835938,0.6982422,-0.005859375,-0.1049805,0.06542969
3409,-677.6875,82.75,-213.375,-2.316406,-3.684082,2.049805,0.001953125,-0.08642578,0.06542969
3410,-436.625,-3.75,-47.75,-1.387207,-2.205566,3.452637,0.00390625,-0.05322266,0.06982422
3412,-250.8125,6.5625,18.875,-0.3876953,-0.6220703,3.9375,0.00390625,-0.04101563,0.07128906
3413,-58.5,41,-10.5,0.02441406,0.1147461,3.728516,0.002929688,-0.03515625,0.07275391
3415,91.6875,20.5,-29.25,-0.07275391,-0.1113281,3.168945,0.002929688,-0.03271484,0.07421875
3416,220.6875,-25.8125,-2,-0.3798828,-0.5595703,2.668457,0.005371094,-0.03515625,0.07275391
3418,326.0625,-69.625,50.625,-0.5625,-0.7158203,2.140625,0.005371094,-0.04101563,0.06982422
3419,393.9375,-106.25,97.6875,-0.6132813,-0.6572266,1.604492,0.001953125,-0.05957031,0.06689453
3421,430.75,-147.375,117.8125,-0.6479492,-0.5908203,1.174805,-0.001464844,-0.07177734,0.06835938
3422,435.75,-171.75,147.125,-0.4926758,-0.5751953,0.9936523,-0.004882813,-0.08251953,0.06689453
3424,427.4375,-184.375,162.3125,-0.3369141,-0.5166016,0.855957,-0.01318359,-0.1035156,0.06689453
3425,408.0625,-188.3125,166.125,-0.1777344,-0.4545898,0.7294922,-0.02148438,-0.1147461,0.06982422
3427,381.375,-192.5625,161.0625,-0.01416016,-0.3999023,0.5839844,-0.02490234,-0.1245117,0.07275391
3428,351.4375,-202.875,150.5,0.06298828,-0.3569336,0.4223633,-0.03808594,-0.1416016,0.07861328
3430,311.875,-214.375,143.3125,0.1333008,-0.3491211,0.3710938,-0.04394531,-0.1474609,0.08300781
3431,240.1875,-263.5,132.6875,0.1679688,-0.1191406,-0.1210938,-0.04980469,-0.15625,0.08740234
3433,212.625,-293.375,125.3125,0.2573242,-0.1230469,0.05957031,-0.0625,-0.1621094,0.09960938
3434,175.25,-302.75,116,0.331543,-0.001953125,0.05175781,-0.07324219,-0.1660156,0.1040039
3436,129.3125,-315.875,119.0625,0.2768555,0.03271484,0.02050781,-0.08154297,-0.168457,0.1083984
3437,101.375,-302.5625,105.125,0.269043,0.05615234,0.0004882813,-0.09667969,-0.1694336,0.1201172
3439,71.0625,-288.25,88.5625,0.1914063,0.09521484,-0.1328125,-0.1040039,-0.1708984,0.1259766
3440,47.8125,-248.75,68.75,0.140625,0.08740234,-0.1958008,-0.1123047,-0.1708984,0.1318359
3442,14.125,-225,62.625,0.04345703,0.1069336,-0.2983398,-0.1240234,-0.168457,0.1435547
3443,-13.0625,-199.9375,48.875,0.03173828,0.1342773,-0.2944336,-0.128418,-0.1669922,0.1450195
3445,-19.5625,-154.0625,38.6875,0.05517578,0.1147461,-0.2431641,-0.1323242,-0.1635742,0.1513672
3447,-20.0625,-91.75,34,0.105957,0.06787109,-0.1762695,-0.1401367,-0.1635742,0.1572266
3449,-23.875,-7.3125,32.25,0.1992188,0.009277344,-0.03417969,-0.1425781,-0.1611328,0.1586914
3450,-29.6875,97.4375,20.5,0.2768555,-0.009765625,0.06738281,-0.1425781,-0.159668,0.1586914
3452,-32,207.75,-5.1875,0.2729492,-0.05664063,0.06347656,-0.1381836,-0.1572266,0.152832
3453,-89.625,328.875,-14.875,0.2807617,0.09521484,0.4301758,-0.1333008,-0.15625,0.1450195
3455,-211.5,480.3125,-57.8125,0.1796875,0.3955078,0.8398438,-0.1259766,-0.1538086,0.140625
3456,-330.3125,638.375,-136.8125,-0.1152344,0.3955078,0.9072266,-0.1025391,-0.1489258,0.1186523
3458,-447.5,741.25,-229.8125,-0.6328125,0.04833984,0.753418,-0.08740234,-0.144043,0.1054688
3459,-579.5,797.875,-290.4375,-1.324707,-0.6962891,0.6547852,-0.06835938,-0.1352539,0.09033203
3461,-676.5625,750.25,-288.0625,-2.04834,-1.425781,0.3515625,-0.02587891,-0.1108398,0.07128906
3462,-777.8125,651,-242.625,-3.012695,-2.38916,0.8125,-0.005859375,-0.09472656,0.06396484
3464,-805.4375,467.75,-139.75,-3.38623,-3.360352,1.115723,0.01123047,-0.07421875,0.0625
3465,-692.8125,252.3125,9.4375,-2.935059,-3.625488,2.412598,0.03613281,-0.03027344,0.06542969
3467,-473.1875,84.625,87.9375,-1.647461,-2.393066,3.961426,0.04052734,-0.01074219,0.06982422
3468,-257.9375,12.625,78.75,-0.4575195,-1.378906,4.713867,0.04296875,0.0009765625,0.07568359
