Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
25814,16.3125,-0.4375,66.0625,0.1333008,-0.7431641,0.5087891,0.1503906,0.1162109,0.4052734
25816,22.125,13.0625,70.375,0.1484375,-0.7353516,0.4658203,0.1538086,0.1147461,0.4038086
25817,20.375,21.0625,70.625,0.1254883,-0.7666016,0.402832,0.1547852,0.1147461,0.4038086
25819,14.125,22.75,69.25,0.09814453,-0.8056641,0.3393555,0.1572266,0.1147461,0.4052734
25820,5.6875,17.4375,62.4375,0.06689453,-0.8364258,0.2963867,0.159668,0.1147461,0.4038086
25822,-0.3125,8.3125,51.6875,0.02783203,-0.8793945,0.2924805,0.1606445,0.1123047,0.4052734
25823,-1.75,-3.6875,40.3125,-0.02197266,-0.902832,0.300293,0.1621094,0.1113281,0.4052734
25825,18.75,-11.5625,30.125,-0.07275391,-0.8676758,0.3432617,0.1645508,0.1113281,0.4038086
25828,17.4375,-19,19.3125,-0.08056641,-0.9458008,0.3393555,0.1655273,0.1098633,0.4023438
25830,20.8125,-21.5625,19.625,-0.06884766,-1.027832,0.375,0.1655273,0.1113281,0.4023438
25831,19.6875,-23.5,32.4375,-0.09179688,-1.078613,0.3710938,0.1665039,0.1088867,0.3994141
25833,26.1875,-23.75,41.6875,-0.1269531,-1.023926,0.3710938,0.1679688,0.1098633,0.4008789
25834,27.75,-22.5625,46.375,-0.1074219,-0.9887695,0.359375,0.1679688,0.1088867,0.4008789
25836,27.5,-21.9375,49.5625,-0.08398438,-0.980957,0.3632813,0.1713867,0.1074219,0.3979492
25837,25.6875,-20.8125,53,-0.05712891,-0.9614258,0.3789063,0.1723633,0.1074219,0.3950195
25839,22.25,-20,57.5,-0.06103516,-0.9223633,0.3828125,0.1723633,0.1074219,0.3950195
25840,16.25,-19.8125,58.5,-0.03759766,-0.8911133,0.3984375,0.1762695,0.1064453,0.3920898
25842,8.375,-17.625,63.25,-0.02978516,-0.8833008,0.4379883,0.1796875,0.1049805,0.3935547
25843,-2.75,-9.625,62.875,-0.01806641,-0.7939453,0.4736328,0.1806641,0.1040039,0.3920898
25845,-7.875,3.0625,50.125,-0.006347656,-0.7431641,0.5126953,0.1845703,0.1025391,0.3920898
25846,-28.875,25.4375,53.9375,0.121582,-0.7626953,0.5288086,0.1831055,0.1000977,0.390625
25848,-44.125,41.5,52.1875,0.06298828,-0.6962891,0.4775391,0.1845703,0.1000977,0.3935547
25849,-68.6875,40.9375,42.3125,-0.03759766,-0.6572266,0.3671875,0.1865234,0.09765625,0.3964844
25851,-86.9375,26.5,24.8125,-0.1660156,-0.6884766,0.2685547,0.1879883,0.09667969,0.3979492
25852,-110.25,-0.875,20.3125,-0.3916016,-1.062988,0.1069336,0.1879883,0.09765625,0.3994141
25854,-120.8125,-40.5625,64.625,-0.3681641,-1.585449,0.1621094,0.1904297,0.09423828,0.4038086
25855,-77.8125,-37.75,88.5625,-0.05322266,-1.63623,0.3710938,0.1914063,0.09277344,0.4052734
25857,-6.875,-5.3125,75.6875,-0.03759766,-1.332031,0.300293,0.1938477,0.09179688,0.4082031
25858,27.875,-9.625,73.5,-0.1308594,-1.027832,0.1621094,0.1972656,0.08789063,0.4067383
25860,17.875,-23.1875,63.75,-0.1503906,-0.996582,0.2329102,0.1972656,0.08789063,0.4052734
25861,5.375,-26.375,56.25,-0.1777344,-1.059082,0.4301758,0.199707,0.08691406,0.4052734
25863,-6.25,-20.6875,54.5625,-0.1621094,-1.070801,0.4536133,0.2021484,0.08300781,0.4038086
25864,-21,-12.125,53.25,-0.1738281,-1.05127,0.418457,0.203125,0.08447266,0.4038086
25866,-32.25,-8.5625,50.125,-0.2045898,-1.055176,0.3867188,0.2055664,0.08544922,0.4038086
25867,-29.8125,-8.5625,45.875,-0.2436523,-1.08252,0.3515625,0.2080078,0.08056641,0.4052734
25869,-24.5,-10.375,40.5625,-0.2397461,-1.090332,0.3237305,0.2080078,0.08056641,0.4052734
25870,-19.875,-11.875,34.0625,-0.2319336,-1.08252,0.331543,0.2089844,0.07958984,0.4067383
25872,-15.25,-13.5625,29.3125,-0.2163086,-1.094238,0.3237305,0.2104492,0.07958984,0.4052734
25873,-3.375,-15.125,22.9375,-0.2749023,-1.027832,0.2924805,0.2104492,0.07958984,0.4052734
25875,5.625,-19.375,12.8125,-0.2905273,-0.9731445,0.2841797,0.2114258,0.07714844,0.4038086
25877,0.375,-22.9375,3.8125,-0.2084961,-1.000488,0.3515625,0.2114258,0.07714844,0.4052734
25879,6.875,-20.5,4.25,-0.1699219,-1.094238,0.390625,0.2114258,0.07714844,0.4052734
25880,11.875,-17.375,10.5625,-0.1660156,-1.098145,0.3710938,0.2124023,0.07714844,0.4038086
25882,11.5,-17.9375,13.3125,-0.1582031,-1.055176,0.359375,0.2124023,0.07714844,0.4023438
25883,11.0625,-18.3125,10.75,-0.1464844,-1.02002,0.3671875,0.2124023,0.07568359,0.4023438
25885,9.5625,-20.1875,2.625,-0.1582031,-0.980957,0.3632813,0.2124023,0.07568359,0.3994141
25886,7.6875,-21.6875,-5.5625,-0.1582031,-0.9770508,0.3476563,0.2138672,0.07568359,0.3994141
25888,7.1875,-23.625,-11.0625,-0.1230469,-0.9887695,0.3632813,0.2124023,0.07714844,0.3994141
25889,5.125,-25.0625,-15.5625,-0.1230469,-0.949707,0.3554688,0.2138672,0.07714844,0.4008789
25891,3.5,-25.3125,-14.3125,-0.09179688,-0.9770508,0.375,0.2124023,0.07714844,0.3994141
25892,1.875,-27.25,-11.125,-0.09570313,-0.9223633,0.3476563,0.2138672,0.07714844,0.3979492
25894,3.6875,-28.0625,-7,-0.04541016,-0.9575195,0.3789063,0.2138672,0.078125,0.3964844
25895,11.125,-30,-5.5625,-0.07666016,-0.9106445,0.3515625,0.2114258,0.078125,0.3964844
25897,10.875,-34,-7.6875,-0.08789063,-0.8833008,0.359375,0.2138672,0.07714844,0.3950195
25898,8.75,-38.0625,-12.375,-0.08398438,-0.8911133,0.3867188,0.2138672,0.07958984,0.3950195
25900,10.1875,-38.6875,-14.1875,-0.06884766,-0.9067383,0.390625,0.2124023,0.08056641,0.3950195
25901,9.375,-40.3125,-17.8125,-0.07275391,-0.8754883,0.359375,0.2138672,0.07714844,0.3950195
25903,8.5625,-41.5,-21.1875,-0.05322266,-0.8833008,0.3515625,0.2148438,0.078125,0.3920898
25904,10.6875,-41,-23.9375,-0.05322266,-0.8793945,0.3515625,0.2138672,0.08056641,0.3920898
25906,12.3125,-41.25,-25.75,-0.05712891,-0.8520508,0.3120117,0.2124023,0.08056641,0.3891602
25907,9.875,-43.8125,-27.5,-0.03759766,-0.855957,0.3041992,0.2114258,0.08056641,0.3891602
25909,12.125,-44,-25.875,-0.02587891,-0.8637695,0.2924805,0.2124023,0.07958984,0.3876953
25910,10.6875,-44.125,-24.125,-0.04150391,-0.8520508,0.2924805,0.2124023,0.08203125,0.3862305
25912,7.9375,-44.1875,-22.4375,-0.03759766,-0.855957,0.2924805,0.2114258,0.08300781,0.3862305
25913,5.6875,-41.75,-19.1875,-0.04931641,-0.8520508,0.2841797,0.2114258,0.08300781,0.3818359
25915,2.625,-39.4375,-14.75,-0.03759766,-0.8598633,0.2763672,0.2114258,0.08300781,0.3833008
25916,-0.375,-34.9375,-10.5625,-0.02978516,-0.8598633,0.2963867,0.2114258,0.08203125,0.3818359
25918,-1.6875,-30.875,-5.9375,-0.03759766,-0.855957,0.2763672,0.2114258,0.08300781,0.3833008
25919,-6.125,-30.875,-3,-0.04541016,-0.8212891,0.2529297,0.2104492,0.08203125,0.3803711
25921,-7.125,-31.3125,1.125,-0.03369141,-0.8251953,0.2529297,0.2124023,0.08056641,0.3803711
25922,-1.0625,-28.4375,-2.0625,-0.03369141,-0.840332,0.2412109,0.2114258,0.08203125,0.3803711
25924,4.875,-29.4375,-3.0625,-0.02587891,-0.8598633,0.2373047,0.2104492,0.08300781,0.3803711
25927,10.1875,-28.5625,-3.125,-0.01416016,-0.8598633,0.2490234,0.2114258,0.08300781,0.3789063
25929,14.1875,-25.9375,-3.125,-0.02197266,-0.855957,0.2685547,0.2104492,0.08203125,0.3789063
25930,17.9375,-23.5,-4.4375,-0.01416016,-0.840332,0.2568359,0.2114258,0.08300781,0.3789063
25932,20.75,-24.5625,-6.625,0.0009765625,-0.8481445,0.2451172,0.2104492,0.08300781,0.3769531
25933,22.4375,-27.125,-7.1875,0.008789063,-0.8676758,0.2568359,0.2114258,0.08203125,0.3740234
25935,22.375,-29.5625,-7,0.01660156,-0.8793945,0.2568359,0.2104492,0.08203125,0.3754883
25936,23,-29.75,-6.8125,0.01269531,-0.8754883,0.2607422,0.2114258,0.08447266,0.3725586
25938,23.9375,-31.125,-8.875,0.008789063,-0.8754883,0.2529297,0.2114258,0.08447266,0.3725586
25939,24.9375,-31.875,-8.5,0.02441406,-0.8950195,0.2646484,0.2114258,0.08447266,0.3710938
25941,23.6875,-32.4375,-2.8125,0.02441406,-0.9145508,0.2685547,0.2114258,0.08300781,0.3696289
25942,20.5625,-30.9375,0,0.02050781,-0.9106445,0.2685547,0.2114258,0.08447266,0.3681641
25944,17.9375,-30.0625,4.3125,0.01660156,-0.9067383,0.2724609,0.2114258,0.08447266,0.3666992
25945,14.5625,-28.5,8.4375,0.02441406,-0.9067383,0.2763672,0.2114258,0.08300781,0.3666992
25947,12.25,-26.875,12.1875,0.02441406,-0.902832,0.2646484,0.2124023,0.08300781,0.3652344
25948,13.0625,-26.4375,15,0.03173828,-0.8911133,0.2490234,0.2124023,0.08300781,0.3637695
25950,16.125,-26.6875,16.5625,0.03955078,-0.8754883,0.2607422,0.2114258,0.08447266,0.3637695
25951,19.25,-27.5625,16.375,0.03564453,-0.8481445,0.2724609,0.2124023,0.08203125,0.3608398
25953,24.375,-28,14.4375,0.03564453,-0.8212891,0.2802734,0.2138672,0.08056641,0.3608398
25954,31.9375,-29.0625,11,0.04736328,-0.7900391,0.2802734,0.2138672,0.08056641,0.359375
25956,40.4375,-31.5625,7.125,0.05517578,-0.7470703,0.2802734,0.2163086,0.08056641,0.3564453
25957,49.5625,-33.4375,4.8125,0.05908203,-0.7392578,0.2963867,0.2148438,0.08203125,0.3549805
25959,57.1875,-36.25,5,0.05517578,-0.7275391,0.3120117,0.2138672,0.08056641,0.3564453
25960,63.4375,-37.6875,6.875,0.05908203,-0.7119141,0.3198242,0.2163086,0.07958984,0.3505859
25962,67.5625,-38.6875,10.375,0.02783203,-0.7041016,0.331543,0.2163086,0.08056641,0.3491211
25963,69.625,-38,16.3125,0.01269531,-0.7080078,0.3476563,0.2124023,0.08056641,0.3461914
25965,69.5,-35.375,23.0625,0.01269531,-0.7080078,0.3476563,0.2172852,0.07958984,0.3417969
25966,69.5625,-31.25,27.9375,0.01660156,-0.7041016,0.3393555,0.2172852,0.07958984,0.3417969
25968,72.1875,-29.0625,31.9375,0.01269531,-0.7001953,0.3198242,0.2172852,0.078125,0.3374023
25969,74.875,-27.3125,36.375,0.0009765625,-0.6923828,0.315918,0.21875,0.07470703,0.3344727
25971,76.875,-25.625,42.0625,-0.006347656,-0.6806641,0.3237305,0.2197266,0.07470703,0.3330078
25972,79.3125,-23.625,49.25,-0.01416016,-0.6650391,0.3237305,0.2207031,0.07568359,0.331543
25974,81.25,-21.8125,55,-0.03369141,-0.6416016,0.331543,0.2207031,0.07226563,0.3286133
25976,86.1875,-19.25,61.25,-0.06494141,-0.6376953,0.3432617,0.2231445,0.07226563,0.3256836
25978,90.25,-17.3125,69.1875,-0.09570313,-0.6337891,0.359375,0.2246094,0.06835938,0.3242188
25979,93.9375,-14.4375,78.875,-0.1074219,-0.6455078,0.3710938,0.2255859,0.06738281,0.3193359
25981,94.5625,-12.625,90.1875,-0.1542969,-0.6689453,0.3984375,0.2280273,0.06494141,0.3193359
25982,92.9375,-8.875,104.8125,-0.2045898,-0.7275391,0.4458008,0.2304688,0.06103516,0.3149414
25984,87.1875,-3.75,117.75,-0.2397461,-0.7392578,0.4931641,0.2329102,0.05761719,0.3120117
25985,84.9375,3.6875,130.1875,-0.2709961,-0.7900391,0.5087891,0.2348633,0.05371094,0.3105469
25987,81.25,9.0625,142.5625,-0.3056641,-0.8442383,0.5249023,0.2373047,0.05126953,0.309082
25988,79.6875,13.4375,152.3125,-0.3251953,-0.8520508,0.5366211,0.2407227,0.04638672,0.3061523
25990,80.25,16.8125,156.0625,-0.3486328,-0.855957,0.5444336,0.2456055,0.04296875,0.3076172
25991,83.625,16.0625,154.0625,-0.3955078,-0.8442383,0.5444336,0.246582,0.0390625,0.3046875
25993,89.375,15.375,148.375,-0.4536133,-0.8364258,0.5639648,0.2514648,0.03076172,0.3032227
25994,91,13.1875,142.125,-0.480957,-0.8481445,0.5957031,0.2539063,0.02929688,0.3017578
25996,90.875,12.6875,140.4375,-0.4692383,-0.8793945,0.6035156,0.2563477,0.02441406,0.300293
25997,85.625,9.25,138.6875,-0.5200195,-0.8481445,0.5957031,0.2587891,0.01953125,0.300293
25999,83,8.5625,137.8125,-0.53125,-0.8637695,0.5996094,0.2607422,0.01464844,0.2988281
26000,76.5625,7.375,134,-0.5664063,-0.8095703,0.6035156,0.262207,0.01220703,0.2973633
26002,72.25,8.5,129.625,-0.5859375,-0.8134766,0.6313477,0.265625,0.004882813,0.2944336
26003,69.125,11.8125,126.1875,-0.6132813,-0.8134766,0.6430664,0.2666016,0.0009765625,0.2944336
26005,64.9375,15.625,125.1875,-0.6401367,-0.8173828,0.6586914,0.2705078,-0.0009765625,0.2944336
26006,42.9375,27.6875,143.875,-0.6015625,-0.8911133,0.7651367,0.2729492,-0.009277344,0.2929688
26008,39.4375,24.375,146.1875,-0.6367188,-0.7666016,0.6313477,0.2739258,-0.01171875,0.2944336
26009,43.375,23,136.6875,-0.7026367,-0.6962891,0.6826172,0.2749023,-0.01660156,0.2915039
26011,52,25,122.6875,-0.7299805,-0.6923828,0.7333984,0.2773438,-0.02148438,0.2944336
26012,53,27.125,109.875,-0.6987305,-0.7236328,0.7416992,0.2773438,-0.02539063,0.2929688
26014,50.3125,28.375,101.125,-0.6518555,-0.8017578,0.753418,0.2807617,-0.02783203,0.2944336
26015,51.375,26.625,95.125,-0.625,-0.840332,0.7216797,0.2832031,-0.03515625,0.2929688
26017,46.125,21.375,87.25,-0.6171875,-0.7783203,0.7333984,0.2832031,-0.03613281,0.2944336
26018,48.9375,18.5625,75.5,-0.6289063,-0.7001953,0.7216797,0.284668,-0.03759766,0.2958984
26020,56.125,14.5,62.875,-0.625,-0.6806641,0.6943359,0.2856445,-0.04248047,0.2944336
26021,65.9375,8.375,50.9375,-0.6132813,-0.7119141,0.6704102,0.2856445,-0.04248047,0.2944336
26023,79.8125,1.375,46.375,-0.578125,-0.7548828,0.6743164,0.2856445,-0.04492188,0.2929688
26026,91,-6.4375,44.625,-0.5976563,-0.6337891,0.6352539,0.2856445,-0.04980469,0.2915039
26028,92.0625,-12.25,42.3125,-0.6210938,-0.5634766,0.6625977,0.284668,-0.04980469,0.2915039
26029,86.75,-18.4375,39.875,-0.6401367,-0.4584961,0.6586914,0.2856445,-0.05078125,0.2929688
26031,96.5625,-16.25,48.125,-0.5742188,-0.5908203,0.6982422,0.2871094,-0.0546875,0.2900391
26032,90.375,-14.875,49.4375,-0.625,-0.5205078,0.8007813,0.284668,-0.05712891,0.2885742
26034,84.0625,-1.375,57.5,-0.5976563,-0.6455078,0.8754883,0.2871094,-0.05810547,0.2871094
26035,52,5.25,63.875,-0.6328125,-0.5439453,0.7729492,0.2871094,-0.06201172,0.2871094
26037,37,5.0625,57.25,-0.6557617,-0.4545898,0.784668,0.2880859,-0.06542969,0.2856445
26038,35.6875,9,46,-0.6401367,-0.4545898,0.8203125,0.2871094,-0.06542969,0.2856445
26040,33.0625,15.5,37.625,-0.6132813,-0.4936523,0.8359375,0.2871094,-0.06933594,0.2871094
26041,31.125,20.75,36.125,-0.5898438,-0.5166016,0.84375,0.2890625,-0.06933594,0.2856445
26043,19.9375,23.5,34.6875,-0.512207,-0.3842773,0.7416992,0.2880859,-0.07177734,0.2885742
26044,-7,13,27.3125,-0.5664063,-0.4780273,0.7495117,0.2880859,-0.07177734,0.2885742
26046,18.5625,6.5625,33.4375,-0.6289063,-0.5517578,0.84375,0.2890625,-0.07275391,0.2885742
26047,35,7.1875,36.3125,-0.6015625,-0.4702148,0.8164063,0.2890625,-0.07519531,0.2885742
26049,31.5625,4,31.9375,-0.5898438,-0.4077148,0.7768555,0.2890625,-0.07519531,0.2885742
26050,22.9375,-3.4375,25.75,-0.59375,-0.4116211,0.7651367,0.2890625,-0.07763672,0.2885742
26052,22.4375,-8.375,22.25,-0.6210938,-0.4467773,0.7885742,0.2880859,-0.07763672,0.2885742
26053,22.0625,-11.5625,18.75,-0.6289063,-0.4272461,0.7885742,0.2905273,-0.08007813,0.2900391
26055,20.9375,-13.0625,18.1875,-0.6289063,-0.4272461,0.8125,0.2890625,-0.08154297,0.2885742
26056,19.125,-12.9375,22.25,-0.625,-0.4272461,0.84375,0.2905273,-0.08007813,0.2871094
26058,24.0625,-11.9375,31.0625,-0.6015625,-0.4311523,0.8359375,0.2890625,-0.08251953,0.2871094
26059,15.625,-4.875,40.6875,-0.5898438,-0.3803711,0.8637695,0.2890625,-0.08251953,0.2885742
26061,15.3125,-2.4375,46.375,-0.644043,-0.3842773,0.8793945,0.2880859,-0.08251953,0.2856445
26062,16.375,0.5625,48.4375,-0.6713867,-0.3569336,0.8833008,0.2890625,-0.08642578,0.2871094
26064,29.3125,-4.625,46.375,-0.6870117,-0.3569336,0.8481445,0.2905273,-0.08740234,0.2871094
26065,33.0625,-6.875,39.375,-0.675293,-0.3334961,0.8085938,0.2890625,-0.08886719,0.2871094
26067,45.5625,0.125,31.25,-0.6015625,-0.3647461,0.9345703,0.2890625,-0.08984375,0.2871094
26068,66.75,5.25,24.5625,-0.6557617,-0.3686523,0.796875,0.2890625,-0.09375,0.2856445
26070,52.375,-4.5625,26.9375,-0.6132813,-0.3022461,0.7807617,0.2905273,-0.09130859,0.2856445
26071,35.25,-15.1875,23.8125,-0.6210938,-0.3061523,0.796875,0.2890625,-0.09472656,0.2856445
26073,30.8125,-20.125,19.1875,-0.6401367,-0.3178711,0.796875,0.2890625,-0.09472656,0.2841797
26075,25.6875,-19,13.4375,-0.5898438,-0.2358398,0.7651367,0.2915039,-0.09619141,0.2827148
26077,27,-21.1875,13.0625,-0.5820313,-0.2553711,0.7807617,0.2890625,-0.09716797,0.2827148
26078,27.375,-22.375,12.9375,-0.5625,-0.2592773,0.7416992,0.2880859,-0.09716797,0.2827148
26080,23.75,-20.125,14.75,-0.5429688,-0.2436523,0.7416992,0.2890625,-0.09716797,0.2827148
26081,17.75,-19.375,14.625,-0.5390625,-0.2202148,0.7416992,0.2880859,-0.09863281,0.2797852
26083,6.3125,-14,12.5625,-0.5546875,-0.2241211,0.7416992,0.2890625,-0.1010742,0.2827148
26084,-3.9375,-9.75,11.8125,-0.5664063,-0.2202148,0.7495117,0.2890625,-0.1010742,0.2797852
26086,-8.0625,-5.25,13.875,-0.6015625,-0.3022461,0.7416992,0.2890625,-0.09960938,0.2797852
26087,-5.875,3,12.5625,-0.5351563,-0.3061523,0.7255859,0.2890625,-0.1010742,0.28125
26089,3.375,2.6875,15.3125,-0.609375,-0.3686523,0.6313477,0.2880859,-0.09960938,0.2797852
26090,10,-3.6875,16.6875,-0.6015625,-0.3022461,0.6191406,0.2905273,-0.1025391,0.28125
26092,11.1875,-3.25,11,-0.5664063,-0.2514648,0.6508789,0.2890625,-0.1010742,0.2797852
26093,5.3125,-0.5625,3.25,-0.5351563,-0.2553711,0.6704102,0.2905273,-0.1035156,0.28125
26095,-3,1.375,-1.0625,-0.5703125,-0.2983398,0.6665039,0.2905273,-0.1025391,0.2827148
26096,-8.5,0.3125,-2.125,-0.5625,-0.3139648,0.6704102,0.2905273,-0.1025391,0.2797852
26098,-7.5,0.75,2.375,-0.53125,-0.3256836,0.6625977,0.2890625,-0.1025391,0.2827148
26099,-2.9375,0.9375,11.1875,-0.512207,-0.3022461,0.6469727,0.2890625,-0.1010742,0.2841797
26101,2,1.125,15.8125,-0.5083008,-0.2631836,0.6469727,0.2890625,-0.1025391,0.2797852
26102,8.625,1.5,11.4375,-0.53125,-0.2241211,0.6665039,0.2905273,-0.1010742,0.28125
26104,23.9375,3.0625,-1.3125,-0.578125,-0.2553711,0.6743164,0.2905273,-0.1049805,0.28125
26105,29.25,-2.125,4.9375,-0.6518555,-0.2944336,0.6865234,0.2905273,-0.1025391,0.28125
26107,28.3125,-6,12.9375,-0.6401367,-0.3061523,0.7456055,0.2890625,-0.1035156,0.28125
26108,22.75,-4.3125,15.125,-0.609375,-0.3217773,0.7651367,0.2880859,-0.105957,0.28125
26110,16.375,-3.0625,16.1875,-0.6054688,-0.3686523,0.7768555,0.2890625,-0.1049805,0.2827148
26111,9.9375,-2.1875,17.9375,-0.609375,-0.3959961,0.7768555,0.2890625,-0.1074219,0.2797852
26113,5.875,-0.4375,18.6875,-0.6054688,-0.3881836,0.7885742,0.2880859,-0.1074219,0.28125
26114,2.875,0.5,19.375,-0.6054688,-0.3842773,0.7929688,0.2890625,-0.1083984,0.28125
26116,1.1875,-0.4375,21.125,-0.59375,-0.3647461,0.7729492,0.2880859,-0.1083984,0.28125
26117,2.9375,-2.125,22.8125,-0.578125,-0.3217773,0.769043,0.2890625,-0.1098633,0.2827148
26119,6.6875,-4.1875,23.3125,-0.5976563,-0.2553711,0.769043,0.2890625,-0.1098633,0.28125
26120,10.25,-7,25.5625,-0.6015625,-0.2202148,0.7729492,0.2890625,-0.1083984,0.2797852
26122,11.625,-9.375,28.4375,-0.6210938,-0.2163086,0.7768555,0.2880859,-0.1123047,0.2797852
26125,10.5,-11.5,29.9375,-0.6328125,-0.2241211,0.7885742,0.2880859,-0.1123047,0.2797852
26127,10.125,-11.875,30,-0.644043,-0.2592773,0.8046875,0.2890625,-0.1132813,0.28125
26128,15.0625,-14.1875,29.125,-0.6328125,-0.2709961,0.796875,0.2890625,-0.1157227,0.2783203
26130,16,-11,27.8125,-0.659668,-0.3022461,0.828125,0.2880859,-0.1171875,0.2783203
26131,13.625,-9.4375,28.5625,-0.6948242,-0.3178711,0.8203125,0.2890625,-0.1157227,0.2797852
26133,8.5,-9.75,30.375,-0.6948242,-0.3256836,0.7929688,0.2880859,-0.1181641,0.2783203
26134,6.1875,-12.8125,27.5625,-0.6791992,-0.3022461,0.769043,0.2871094,-0.1181641,0.2768555
26136,10.1875,-16.5625,21.4375,-0.6831055,-0.2709961,0.7495117,0.2871094,-0.1206055,0.2797852
26137,14.5,-17.8125,15.875,-0.6635742,-0.2436523,0.7456055,0.2871094,-0.1196289,0.2783203
26139,16.1875,-18.125,12.75,-0.6479492,-0.2241211,0.7573242,0.2856445,-0.1230469,0.2783203
26140,17,-20.8125,10.625,-0.6367188,-0.2124023,0.7333984,0.2871094,-0.1206055,0.2768555
26142,20,-23.6875,9.0625,-0.6289063,-0.2084961,0.7333984,0.2880859,-0.1230469,0.2768555
26143,24.8125,-24.8125,6.875,-0.6132813,-0.2006836,0.7456055,0.2871094,-0.1220703,0.2753906
26145,27.9375,-24.125,4.1875,-0.5976563,-0.1733398,0.7456055,0.2856445,-0.1230469,0.2753906
26146,26.4375,-23.8125,1.875,-0.59375,-0.1967773,0.753418,0.2856445,-0.1220703,0.2753906
26148,27.125,-21.6875,5.0625,-0.6015625,-0.2006836,0.7929688,0.2880859,-0.1245117,0.2739258
26149,27.1875,-18.0625,8.375,-0.5664063,-0.2124023,0.8085938,0.284668,-0.1220703,0.2724609
26151,28.1875,-13.625,11.75,-0.5507813,-0.2045898,0.8085938,0.2856445,-0.1245117,0.2724609
26152,24.75,-9.8125,15.9375,-0.5546875,-0.2124023,0.8164063,0.284668,-0.1269531,0.2724609
26154,20.5625,-2.375,21.3125,-0.5239258,-0.2241211,0.84375,0.2832031,-0.1279297,0.2724609
26155,24.75,12.8125,19.125,-0.496582,-0.2397461,0.887207,0.284668,-0.1269531,0.2724609
26157,34.1875,24,27.9375,-0.5585938,-0.2592773,0.8989258,0.2856445,-0.1293945,0.2739258
26158,39.4375,29.75,40.1875,-0.59375,-0.2163086,0.8676758,0.284668,-0.1293945,0.2739258
26160,35.625,28.875,46,-0.609375,-0.1386719,0.8046875,0.2856445,-0.1318359,0.2753906
26161,19.0625,20.5625,40.4375,-0.6171875,-0.04492188,0.7612305,0.284668,-0.1318359,0.2753906
26163,-0.125,4.6875,33.5,-0.5898438,-0.08398438,0.6826172,0.284668,-0.1342773,0.2739258
26164,-58,-35.375,41.9375,-0.5585938,-0.1035156,0.6313477,0.2856445,-0.1352539,0.2753906
26166,-79.625,-45.9375,41.1875,-0.6015625,-0.1074219,0.8359375,0.2832031,-0.1352539,0.2724609
26167,-86.4375,-67,61.1875,-0.3876953,-0.2514648,0.7216797,0.284668,-0.1352539,0.2709961
26169,-113.375,-70.9375,67.8125,-0.4887695,-0.1811523,0.828125,0.2832031,-0.1367188,0.2695313
26170,-114.125,-69.5,71.8125,-0.6289063,-0.1464844,0.9584961,0.2822266,-0.1376953,0.2666016
26172,-84.875,-55.4375,65.3125,-0.5742188,-0.1269531,0.9819336,0.2822266,-0.1391602,0.2651367
26174,-49.125,-31.125,53.5625,-0.53125,-0.1347656,0.9858398,0.2797852,-0.1416016,0.2602539
26176,-17.9375,-12.3125,46.4375,-0.5239258,-0.09960938,0.9384766,0.2763672,-0.1401367,0.2636719
26177,2.8125,-2.6875,39.8125,-0.5161133,-0.09179688,0.8637695,0.2788086,-0.1425781,0.2636719
26179,11.6875,0.1875,34.625,-0.53125,-0.1152344,0.8203125,0.2788086,-0.1425781,0.2602539
26180,22.3125,10.1875,19.0625,-0.4614258,-0.1425781,0.887207,0.2788086,-0.1464844,0.2602539
26182,42.4375,23.125,14.875,-0.578125,-0.2592773,0.871582,0.2788086,-0.1450195,0.2617188
26183,50.375,33.25,16.875,-0.578125,-0.1967773,0.8637695,0.2788086,-0.1464844,0.2617188
26185,49.8125,44.0625,24.6875,-0.5820313,-0.1850586,0.8398438,0.2773438,-0.1474609,0.2651367
26186,46.125,53.1875,32.625,-0.59375,-0.2006836,0.828125,0.2773438,-0.1489258,0.2636719
26188,40.1875,59.4375,42.3125,-0.5820313,-0.1967773,0.796875,0.2807617,-0.1513672,0.2680664
26189,31.125,61.625,51.1875,-0.5664063,-0.1850586,0.7612305,0.2797852,-0.1513672,0.2695313
26191,23.625,58.9375,59,-0.5742188,-0.1694336,0.769043,0.2788086,-0.1523438,0.2724609
26192,15.5625,50.4375,64.8125,-0.5703125,-0.1308594,0.7768555,0.2797852,-0.15625,0.2739258
26194,11,37.6875,69,-0.5585938,-0.1035156,0.7807617,0.2797852,-0.15625,0.2739258
26195,6.375,23.0625,67.0625,-0.5429688,-0.06835938,0.784668,0.2807617,-0.1586914,0.2768555
26197,7.5,10.9375,59.625,-0.5390625,-0.04101563,0.8203125,0.2797852,-0.1611328,0.2753906
26198,11.625,-1.75,49.625,-0.5625,-0.03320313,0.8320313,0.2797852,-0.1635742,0.2753906
26200,5.4375,-18.375,39.875,-0.5507813,-0.02929688,0.828125,0.2797852,-0.1645508,0.2753906
26201,4.5625,-29.75,28.25,-0.53125,-0.03710938,0.871582,0.2763672,-0.1669922,0.2753906
26203,10.625,-35.375,17.9375,-0.5004883,-0.07226563,0.8833008,0.2788086,-0.1669922,0.2768555
26204,18.125,-39.25,9.375,-0.4770508,-0.08398438,0.8950195,0.2788086,-0.1669922,0.2739258
